Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-January-2018,560.85,564.30,556.30,557.90,559.538712011577424023,2764,158,1546565.00,1792,64.83,8.00,-2.95
11-January-2018,565.15,565.70,560.25,561.40,563.047234307022995649,1609,107,905943.00,909,56.49,5.45,-3.75
10-January-2018,563.95,577.70,561.85,565.20,567.635846372688477951,10545,440,5985720.00,4668,44.27,15.85,1.25
9-January-2018,569.40,569.40,558.50,565.05,564.520360292737849502,10658,432,6016658.00,1875,17.59,10.90,-4.35
8-January-2018,566.95,567.85,560.20,564.15,563.918910407809793733,6351,328,3581449.00,2670,42.04,7.65,-2.80
5-January-2018,567.00,570.00,562.75,564.90,566.803560946977108198,5111,261,2896933.00,2656,51.97,7.25,-2.10
4-January-2018,565.00,571.15,562.55,567.25,566.372993389990557129,10590,481,5997890.00,5281,49.87,8.60,2.25
3-January-2018,563.70,568.40,557.00,560.45,562.836205726692902700,7369,413,4147540.00,2010,27.28,11.40,-3.25
2-January-2018,572.05,574.35,556.80,560.75,564.811679431072210065,14624,734,8259806.00,4503,30.79,17.55,-11.30
1-January-2018,581.95,588.45,562.25,567.85,574.930267239322357432,16764,477,9638131.00,12386,73.88,26.20,-14.10
29-December-2017,558.10,608.00,542.00,573.05,567.551518975930767150,33279,1101,18887547.00,10205,30.66,66.00,14.95
28-December-2017,555.05,560.65,552.00,554.40,555.113928622240705678,91373,371,50722425.00,84707,92.70,8.65,-0.65
27-December-2017,561.00,561.00,548.00,554.50,555.740863787375415282,6020,352,3345560.00,4202,69.80,13.00,-6.50
26-December-2017,559.00,565.00,540.25,563.05,556.374247336729967577,21590,599,12012120.00,13993,64.81,24.75,4.05
22-December-2017,557.90,564.00,557.15,559.70,560.531426420775310500,2657,164,1489332.00,1623,61.08,6.85,1.80
21-December-2017,553.00,561.95,552.00,557.15,556.854644067796610169,7375,430,4106803.00,3617,49.04,9.95,4.15
20-December-2017,540.75,554.85,535.00,552.30,550.411136255986527024,19001,724,10458362.00,10031,52.79,19.85,11.55
19-December-2017,526.00,544.00,523.20,535.45,533.183605041045207538,25947,2097,13834515.00,17544,67.61,20.80,9.45
18-December-2017,519.95,528.00,498.20,522.55,518.918065571783528271,49503,699,25688001.00,40818,82.46,29.80,2.60
15-December-2017,499.40,512.20,496.00,509.30,506.232152490559251933,5561,252,2815157.00,4036,72.58,16.20,9.90
14-December-2017,509.15,509.15,490.05,494.30,494.430076756019349729,127547,957,63063073.00,116684,91.48,19.10,-14.85
13-December-2017,501.00,515.00,500.00,509.15,508.351686035435321013,10498,436,5336676.00,5365,51.10,15.00,8.15
12-December-2017,502.30,511.25,497.55,502.70,505.151745821611782227,6043,364,3052632.00,2412,39.91,13.70,0.40
11-December-2017,499.50,507.00,493.70,497.30,496.799621256953485619,8449,362,4197460.00,4756,56.29,13.30,-2.20
8-December-2017,496.10,509.95,495.00,499.50,497.263692393892702059,14278,364,7099931.00,8563,59.97,14.95,3.40
7-December-2017,499.00,504.00,495.00,495.90,496.284839314022193399,13878,237,6887441.00,10210,73.57,9.00,-3.10
6-December-2017,495.00,498.10,493.05,495.05,495.407988587731811697,2103,141,1041843.00,672,31.95,5.05,0.05
5-December-2017,497.25,501.90,495.10,498.95,498.477978543195934500,7084,357,3531218.00,1354,19.11,6.80,1.70
4-December-2017,501.20,508.60,493.00,497.25,503.005426802017493455,15663,272,7878574.00,11642,74.33,15.60,-3.95
1-December-2017,502.65,506.05,500.00,500.60,501.706145807414779795,4019,203,2016357.00,2299,57.20,6.05,-2.05
30-November-2017,499.00,510.00,493.25,499.50,503.289917975502997756,27187,1205,13682943.00,9122,33.55,16.75,0.50
29-November-2017,503.00,503.00,495.00,496.55,497.426638736143842192,11457,1036,5699017.00,6357,55.49,8.00,-6.45
28-November-2017,499.00,505.80,496.00,503.80,502.592900191092165221,13606,522,6838279.00,9368,68.85,9.80,4.80
27-November-2017,502.00,502.00,495.00,498.10,497.542913732394366197,4544,207,2260835.00,3144,69.19,7.00,-3.90
